"att_1","att_2","att_3","att_4","att_5","att_6","att_7","att_8","att_9","att_10","att_11","att_12","att_13","att_14","att_15","att_16","att_17","att_18","att_19","att_20","att_21","att_22","class"
0.031429,-0.027771,0.063477,-0.07136,0.059122,-0.012543,0.014423,-0.004241,0.002331,1,,,0.072934,,,0.570289,0.361994,0.2,0.149113,0.000494,,,-1
0.092858,-0.027204,0.020463,-0.239373,0.065321,-0.004566,0.054466,-0.005282,0.000958,1,0.768023,0.8286,0.072748,0.2,0.1,0.537758,0.116135,0.125,0.169098,0.000818,,,-1
0.064285,-0.022168,0.019565,-0.181211,0.05797,-0.004747,0.045001,-0.005108,0.001083,1,0.74402,0.773087,0.180325,0.2,0.1,0.586703,0.15945,0.125,0.199159,0.001573,,,-1
0.050001,-0.032032,0.053076,-0.041642,0.025032,-0.00385,0.003203,-0.000684,0.000273,1,0.828507,,0.106365,0.3,,0.584256,0.169908,0.5,0.178459,0.001014,,,-1
0.070001,-0.02835,0.029357,-0.250907,0.094148,-0.009051,0.078902,-0.010511,0.002618,1,0.778873,0.824514,0.324053,,0.1,0.575073,0.137903,0.142857,0.174222,0.000921,,,-1
0.025715,-0.037111,0.137259,-0.439337,0.5899,-0.202667,0.660558,-0.315052,0.280583,1,,,0.135637,,,0.580844,0.403834,0.25,0.113009,0.000163,,,-1
0.024285,-0.026452,0.074097,-0.115994,0.117934,-0.030676,0.049063,-0.017713,0.011939,1,0.803097,,0.106616,0.1,,0.587645,0.304542,,0.161831,0.000686,,,-1
0.030001,-0.030579,0.079746,-0.294208,0.278491,-0.067458,0.253493,-0.085227,0.053511,1,0.812031,,0.22526,0.1,,0.563773,0.272485,0.2,0.1282,0.00027,,,-1
0.041428,-0.04234,0.112414,-0.01527,0.014677,-0.003609,0.000685,-0.000234,0.000149,1,0.82716,,0.106112,0.1,,0.582616,0.228282,0.4,0.16397,0.000723,,,-1
0.085715,-0.038194,0.043937,-0.054723,0.022793,-0.00243,0.003259,-0.000481,0.000133,1,0.80768,,0.105777,0.1,,0.577136,0.16057,0.125,0.202879,0.001694,,,-1
0.038571,-0.044751,0.133464,-0.149191,0.161611,-0.044786,0.051194,-0.019705,0.01416,1,0.826564,,0.107447,0.1,,0.62625,0.307178,0.5,0.155519,0.000585,,,-1
0.105715,-0.032025,0.024873,-0.216005,0.060885,-0.004393,0.038976,-0.003902,0.00073,1,0.793912,0.820015,0.140994,0.2,0.1,0.58943,0.096649,0.2,0.180822,0.001069,,,-1
0.044286,-0.043375,0.109397,-0.439697,0.402713,-0.094357,0.386336,-0.125701,0.076354,1,,,0.470247,,,0.568398,0.211122,0.4,0.122486,0.000225,,,-1
0.032856,-0.036416,0.104139,-0.355113,0.368642,-0.09792,0.340113,-0.125409,0.086347,1,0.815838,,0.224108,,,0.581222,0.400713,0.2,0.126302,0.000254,,,-1
0.125718,-0.05279,0.057322,-0.159035,0.062626,-0.006314,0.018006,-0.002517,0.000658,1,0.800545,,0.106419,0.1,,0.554779,0.091206,0.5,0.183558,0.001135,,,-1
0.028571,-0.036334,0.119633,-0.055495,0.06629,-0.020258,0.009704,-0.004114,0.003256,1,0.752249,,0.10677,0.2,,0.526064,0.341805,,0.148031,0.00048,,,-1
0.027143,-0.054719,0.284301,-0.140953,0.265891,-0.128312,0.064963,-0.043525,0.054442,1,0.708893,,0.106619,,,0.568156,0.541408,,0.129236,0.000279,,,-1
0.055713,-0.045979,0.097504,-0.335958,0.258685,-0.050967,0.178864,-0.048931,0.024996,1,0.747825,,0.186601,0.1,0.1,0.533442,0.167304,,0.125279,0.000246,,,-1
0.045714,-0.03976,0.089881,-0.00887,0.007239,-0.001511,0.000276,-0.00008,0.000043,1,0.835526,,0.105623,0.2,,0.627619,0.23866,,0.156898,0.000606,,,-1
0.06,-0.032802,0.046271,-0.158392,0.081054,-0.010614,0.037165,-0.006751,0.00229,1,0.836853,0.708127,0.106481,0.2,,0.571146,0.144067,,0.179184,0.001031,,,-1
0.094288,-0.042453,0.049311,-0.048212,0.020281,-0.002183,0.002274,-0.000339,0.000094,1,0.810047,,0.10602,0.1,,0.631694,0.145567,,0.171933,0.000874,,,-1
0.035714,-0.002218,0.000369,-0.25762,0.01517,-0.000234,0.167563,-0.003492,0.000139,1,,,0.472361,,,0.582111,0.253866,0.2,0.112543,0.00016,,,-1
0.031429,-0.003277,0.000935,-0.196867,0.019524,-0.000518,0.110792,-0.00391,0.00027,1,,0.81547,0.471821,,0.1,0.516517,0.260894,0.4,0.167076,0.000779,,,-1
0.02,-0.006017,0.004736,-0.306143,0.087201,-0.006377,0.419743,-0.042473,0.008052,1,,,1,,,0.524512,0.484418,0.666667,0.100676,0.000103,,,-1
0.021428,-0.007485,0.00685,-0.017908,0.005978,-0.000511,0.001596,-0.00019,0.000042,1,0.754506,,0.105208,,,0.559238,0.414516,0.5,0.336455,0.012815,,,-1
0.038571,-0.007156,0.003496,-0.1987,0.034822,-0.001578,0.091711,-0.005699,0.000668,1,,0.752249,0.469322,,0.1,0.548863,0.282253,0.4,0.183722,0.001139,,,-1
0.034285,-0.015127,0.01759,-0.631141,0.265389,-0.028669,1.04737,-0.156449,0.043813,1,,,0.472102,,0.1,0.591244,0.279253,1,0.113607,0.000167,,,-1
0.368561,-0.008164,0.000489,-0.00176,-0.000022,0,0.000069,-0.000001,0,1,0.854128,,0.105923,0.1,,0.563855,0.039196,0.16,0.497121,0.061073,1.450549,,-1
0.027142,-0.031821,0.096747,-0.431872,0.476414,-0.134562,0.611614,-0.239681,0.175501,1,,,1,,,0.553667,0.484418,0.333333,0.126813,0.000259,,,-1
0.054286,-0.019171,0.017621,-0.226737,0.075511,-0.006446,0.084559,-0.010001,0.002212,1,0.812936,0.755444,0.135526,,0.1,0.564552,0.141242,0.142857,0.168882,0.000813,,,-1
0.068573,-0.035907,0.048739,-0.335424,0.164912,-0.020795,0.145764,-0.025459,0.008323,1,0.710257,0.714778,0.300872,,0.1,0.536188,0.186168,0.333333,0.169475,0.000825,,,-1
0.069999,-0.017824,0.011966,-0.264316,0.064176,-0.003998,0.090153,-0.007767,0.001253,1,0.817838,0.795993,0.53636,0.1,0.1,0.566542,0.174471,0.125,0.180905,0.001071,,,-1
0.030001,-0.038316,0.127898,-0.040885,0.049555,-0.015369,0.005105,-0.002199,0.001768,1,0.711246,,0.105275,,,0.584081,0.279253,0.666667,0.136911,0.000351,,,-1
0.044285,-0.055145,0.178462,-0.467199,0.548613,-0.164944,0.439602,-0.183391,0.142952,1,,,1,,,0.556447,0.321141,0.2,0.130405,0.000289,,,-1
0.030001,-0.027876,0.067017,-0.144124,0.125738,-0.028071,0.061561,-0.019072,0.011034,1,0.754264,,0.10617,0.1,,0.538648,0.344756,,0.146817,0.000465,,,-1
0.078572,-0.054294,0.097574,-0.133239,0.086836,-0.01449,0.020347,-0.004708,0.002036,1,0.748539,,0.106767,0.2,,0.549064,0.15514,0.333333,0.170933,0.000854,,,-1
0.035714,-0.046403,0.155999,-0.245503,0.299604,-0.093545,0.150111,-0.065062,0.052651,1,0.815358,,0.224009,,,0.556561,0.498854,0.25,0.142945,0.000418,,,-1
0.201423,-0.026866,0.009399,-0.199303,0.025186,-0.000817,0.01779,-0.000797,0.000067,1,0.843719,0.816519,0.241377,0.1,0.3,0.53663,0.066068,0.071429,0.235306,0.003066,,,-1
0.021429,-0.039664,0.190455,-0.241948,0.42192,-0.188216,0.243536,-0.150877,0.174494,1,0.710335,,0.105913,,,0.560625,0.392699,0.666667,0.114601,0.000172,,,-1
0.124285,-0.031079,0.02015,-0.114208,0.026915,-0.001623,0.009665,-0.00081,0.000127,1,0.816818,,0.105958,0.3,,0.574969,0.097468,,0.260023,0.004571,,,-1
0.034287,-0.030936,0.072697,-0.047414,0.040397,-0.008806,0.005945,-0.001797,0.001014,1,0.780571,,0.105768,,,0.540466,0.288484,,0.15412,0.000564,,,-1
0.045715,-0.040981,0.096968,-0.00303,0.002612,-0.000576,0.00014,-0.000043,0.000024,1,0.752741,,0.104924,0.1,,0.559125,0.156315,0.2,0.153034,0.000548,,,-1
0.202853,-0.045112,0.026161,-0.069376,0.014534,-0.00078,0.002337,-0.000173,0.000024,1,0.820986,,0.106059,0.5,,0.585466,0.068562,,0.245975,0.003661,,,-1
0.024286,-0.042879,0.198879,-0.350359,0.590063,-0.25423,0.456083,-0.272853,0.304747,1,,,0.135552,,,0.500125,0.403834,,0.11139,0.000154,,,-1
0.058572,-0.05557,0.137664,-0.281783,0.25342,-0.058316,0.121735,-0.038888,0.023197,1,0.820433,,0.105707,0.2,,0.382674,0.190297,,0.146171,0.000457,,,-1
0.041427,-0.052886,0.176568,-0.316986,0.384347,-0.119217,0.21808,-0.093942,0.075547,1,0.816261,,0.105557,0.1,,0.554429,0.164462,,0.127963,0.000268,,,-1
0.051428,-0.061117,0.189632,-0.242134,0.272698,-0.078596,0.102264,-0.040912,0.030566,1,0.711064,,0.105092,0.1,,0.503425,0.198286,,0.125661,0.000249,,,-1
0.027142,-0.052439,0.266315,-0.367413,0.677629,-0.319696,0.44922,-0.294321,0.359979,1,,,0.072432,0.1,,0.590902,0.288514,,0.114202,0.00017,,,-1
0.044287,-0.058141,0.201025,-0.04636,0.05816,-0.018669,0.004475,-0.001993,0.001658,1,0.714784,,0.104373,,,0.573425,0.174405,,0.118889,0.0002,,,-1
0.028571,-0.038876,0.138986,-0.21122,0.274194,-0.091056,0.140998,-0.065016,0.055967,1,0.754861,,0.104816,0.1,,0.656591,0.242327,,0.125219,0.000246,,,-1
0.024286,-0.057547,0.35606,-0.143442,0.322354,-0.185307,0.076222,-0.060857,0.090704,1,0.817713,,0.105352,0.1,,0.534071,0.370883,,0.125267,0.000246,,,-1
0.022856,-0.003286,0.001241,-0.221083,0.029719,-0.001043,0.189143,-0.009036,0.000822,1,,0.706832,0.47001,,0.1,0.585167,0.334608,1,0.131141,0.000296,,,-1
0.027143,-0.00386,0.001434,-0.182366,0.024182,-0.000833,0.108385,-0.005094,0.000454,1,,0.803931,0.467008,,0.1,0.551774,0.341805,0.25,0.155969,0.000592,,,-1
0.028571,-0.003447,0.001096,-0.052921,0.00589,-0.000172,0.008692,-0.00034,0.000026,1,,0.757546,0.469795,,,0.581,0.279253,,0.309377,0.009161,,,-1
0.025714,-0.01114,0.012502,-0.311002,0.12662,-0.013196,0.334677,-0.048385,0.013067,1,,0.811653,0.467221,,0.1,0.557227,0.272485,0.25,0.11463,0.000173,,,-1
0.062857,-0.010286,0.004372,-0.026483,0.004003,-0.000155,0.001186,-0.000063,0.000006,1,0.827318,,0.105642,0.2,,0.612336,0.170903,0.125,0.372569,0.019268,,,-1
0.059999,-0.015039,0.009704,-0.019432,0.00447,-0.000264,0.000652,-0.000053,0.000008,1,0.79354,,0.10638,0.2,,0.61476,0.169079,0.142857,0.265687,0.004983,,,-1
0.050001,-0.021471,0.023642,-0.18947,0.075607,-0.007728,0.063224,-0.008955,0.002371,1,0.798655,0.713561,0.546755,,0.1,0.631,0.194364,0.166667,0.181011,0.001074,,,-1
0.024286,-0.019409,0.040078,-0.2117,0.158245,-0.03035,0.163279,-0.04335,0.02155,1,,,1,,,0.566436,0.26529,0.4,0.170807,0.000851,,,-1
0.044286,-0.020348,0.024278,-0.281066,0.121544,-0.013466,0.158901,-0.024399,0.007004,1,,0.829397,0.566378,,0.1,0.576034,0.209315,,0.15491,0.000576,,,-1
0.037144,-0.036022,0.090648,-0.002675,0.002404,-0.000553,0.000202,-0.000065,0.000039,1,0.815184,,0.105569,0.1,,0.700551,0.245437,0.5,0.172986,0.000895,,,-1
0.032857,-0.033945,0.090004,-0.205102,0.197341,-0.048595,0.112884,-0.038575,0.02462,1,0.711116,,0.107105,0.1,,0.589283,0.353197,0.25,0.147364,0.000472,,,-1
0.048572,-0.04481,0.108024,-0.611705,0.535182,-0.119855,0.69101,-0.21477,0.124693,1,,0.707039,0.222703,,0.1,0.54271,0.203622,0.5,0.117922,0.000193,,,-1
0.034285,-0.038947,0.112702,-0.217749,0.228715,-0.061472,0.121098,-0.045177,0.031472,1,0.701686,,0.083977,,,0.658986,0.219248,0.25,0.146064,0.000455,,,-1
0.027143,-0.031985,0.097259,-0.361804,0.399444,-0.112824,0.427479,-0.167641,0.122742,1,,,0.466559,,,0.620054,0.427589,,0.117135,0.000188,,,-1
0.032857,-0.023238,0.042494,-0.227007,0.150611,-0.025578,0.139212,-0.032802,0.014438,1,0.819299,,0.470705,0.1,,0.572949,0.28768,0.2,0.141623,0.000402,,,-1
0.088574,-0.024572,0.017571,-0.182482,0.04728,-0.003136,0.033378,-0.003068,0.000527,1,0.795403,0.779924,0.366634,0.3,,0.595714,0.16606,0.1,0.208785,0.0019,,,-1
0.054285,-0.027756,0.036595,-0.030005,0.014287,-0.001741,0.001537,-0.000259,0.000081,1,0.833254,,0.107314,,,0.583413,0.173757,,0.176788,0.000977,,,-1
0.070002,-0.031031,0.035208,-0.091352,0.037537,-0.003949,0.010556,-0.001538,0.000419,1,0.834029,,0.106855,0.1,,0.620776,0.163759,,0.190774,0.001325,,,-1
0.081428,-0.030539,0.029989,-0.311373,0.110764,-0.010101,0.106863,-0.0135,0.003191,1,0.782805,0.783072,0.09732,0.2,0.1,0.552158,0.125786,0.222222,0.167177,0.000781,,,-1
0.031428,-0.039963,0.129785,-0.132104,0.155723,-0.04696,0.048924,-0.020478,0.016002,1,0.75025,,0.107688,,,0.605716,0.361912,0.25,0.162081,0.00069,,,-1
0.095716,-0.024981,0.016877,-0.170361,0.041673,-0.002611,0.027016,-0.002344,0.00038,1,0.840529,0.782875,0.359743,0.1,,0.594952,0.115547,,0.212199,0.002028,,,-1
0.081426,-0.019869,0.012542,-0.142763,0.032602,-0.001908,0.022252,-0.001802,0.000273,1,0.846774,0.793608,0.272582,0.1,0.1,0.632721,0.13499,0.181818,0.213405,0.002074,,,-1
0.065715,-0.024288,0.023315,-0.11227,0.039029,-0.003475,0.017141,-0.002113,0.000487,1,0.833883,0.812669,0.154015,0.1,0.1,0.523384,0.163759,,0.193818,0.001411,,,-1
0.052857,-0.044756,0.097546,-0.109744,0.086775,-0.017559,0.020226,-0.005678,0.002977,1,0.758617,,0.106168,,,0.521537,0.231334,,0.148124,0.000481,,,-1
0.04857,-0.055855,0.166847,-0.040156,0.043496,-0.012054,0.003112,-0.001196,0.000858,1,0.753249,,0.105976,0.1,,0.613916,0.165238,,0.142394,0.000411,,,-1
0.062859,-0.032144,0.042791,-0.251567,0.121404,-0.015006,0.089972,-0.015416,0.004937,1,0.765956,0.779416,0.263293,0.1,0.2,0.575491,0.145396,,0.169113,0.000818,,,-1
0.024285,-0.044866,0.21464,-0.201708,0.350416,-0.155722,0.149236,-0.092092,0.106087,1,0.805779,,0.107324,0.1,,0.475897,0.341805,,0.136695,0.000349,,,-1
0.08857,-0.063992,0.119853,-0.348009,0.236373,-0.041129,0.12163,-0.029349,0.01324,1,0.817969,0.712126,0.090961,0.1,,0.592455,0.180997,,0.145958,0.000454,,,-1
0.039999,-0.032635,0.068861,-0.04579,0.035015,-0.006854,0.004682,-0.00127,0.000644,1,0.750706,,0.105967,,,0.493404,0.287231,,0.129557,0.000282,,,-1
0.042858,-0.070348,0.296424,-0.200134,0.306199,-0.119866,0.082527,-0.044857,0.045525,1,0.702432,,0.107294,,,0.692527,0.250023,,0.119984,0.000207,,,-1
0.054286,-0.000832,0.000085,-0.186733,0.002437,-0.000023,0.052956,-0.00024,0.000006,1,,0.806064,0.440833,,0.2,0.519164,0.217197,0.142857,0.221248,0.002396,,,-1
0.037143,-0.0012,0.000294,-0.468945,0.013313,-0.000302,0.49166,-0.004962,0.000292,1,,,1,,,0.393455,0.283901,0.25,0.17454,0.000928,,,-1
0.065713,-0.005103,0.000987,-0.067424,0.004514,-0.000081,0.005668,-0.000135,0.000006,1,0.795147,0.814031,0.135386,0.1,0.1,0.580329,0.141242,0.571429,0.321072,0.010627,,,-1
0.109998,-0.008059,0.00147,-0.25452,0.016428,-0.000277,0.049358,-0.001127,0.000049,1,,0.835932,0.446302,,0.1,0.517347,0.117483,0.2,0.208069,0.001874,,,-1
0.034286,-0.009862,0.00694,-0.232085,0.059049,-0.003856,0.131609,-0.011884,0.00201,1,,0.767637,0.446551,,0.1,0.571346,0.228282,0.166667,0.155243,0.000581,,,-1
0.048572,-0.011091,0.005952,-0.062666,0.012078,-0.000598,0.006554,-0.000446,0.000057,1,0.823049,0.796999,0.164981,0.2,,0.549139,0.186888,,0.276608,0.005854,,,-1
0.065714,-0.034445,0.043059,-0.441876,0.200313,-0.023259,0.243363,-0.039186,0.011794,1,,0.79448,0.049953,,0.2,0.51331,0.178162,0.2,0.158232,0.000627,,,-1
0.087144,-0.01364,0.005017,-0.063463,0.008361,-0.000283,0.003775,-0.000175,0.000015,1,0.829283,0.809743,0.103682,0.1,,0.551701,0.155349,0.1,0.2931,0.00738,,,-1
0.058572,-0.054896,0.122095,-0.467461,0.377218,-0.07794,0.303977,-0.08714,0.046676,1,0.68682,,0.223445,,0.1,0.531938,0.304376,0.5,0.145729,0.000451,,,-1
0.024285,-0.02962,0.085919,-0.019798,0.020787,-0.005585,0.001381,-0.000514,0.000357,1,0.687065,,0.113602,,,0.547485,0.316018,0.25,0.137732,0.00036,,,-1
0.035715,-0.035861,0.085256,-0.117608,0.101435,-0.022396,0.031525,-0.009656,0.005525,1,0.68857,,0.113923,,,0.51915,0.220893,0.2,0.140929,0.000394,,,-1
0.045714,-0.02545,0.033995,-0.190159,0.092131,-0.011426,0.06522,-0.011219,0.003605,1,0.755816,,0.112695,0.1,,0.608651,0.163625,0.333333,0.168685,0.00081,,,-1
0.054285,-0.026899,0.032949,-0.277109,0.122847,-0.013973,0.119752,-0.018851,0.005556,1,0.807465,0.808223,0.605643,0.1,0.1,0.571429,0.195978,0.25,0.17768,0.000997,,,-1
0.035714,-0.026545,0.048057,-0.251498,0.165212,-0.027778,0.148124,-0.034557,0.015059,1,0.803226,,0.22288,,0.1,0.535347,0.306796,0.4,0.142178,0.000409,,,-1
0.042858,-0.030484,0.051873,-0.01495,0.009168,-0.001439,0.000506,-0.00011,0.000044,1,0.763066,,0.112619,0.1,,0.551849,0.211122,0.333333,0.162983,0.000706,,,-1
0.031429,-0.022879,0.039469,-0.084179,0.052651,-0.008428,0.018414,-0.004087,0.001694,1,0.758852,,0.113826,,,0.545167,0.220893,0.166667,0.176843,0.000978,,,-1
0.052857,-0.02122,0.020805,-0.148734,0.052827,-0.004806,0.035109,-0.004424,0.001042,1,0.825832,0.764558,0.09706,0.3,0.1,0.493308,0.187728,0.125,0.18934,0.001285,,,-1
0.072857,-0.04131,0.058996,-0.403382,0.208923,-0.027717,0.193009,-0.035511,0.012213,1,0.744356,0.745267,0.276254,,0.1,0.546445,0.135372,0.285714,0.147929,0.000479,,,-1
0.037144,-0.035975,0.08379,-0.207014,0.175029,-0.037859,0.095483,-0.02867,0.016072,1,0.802601,,0.112613,0.1,,0.567367,0.174405,0.333333,0.161319,0.000677,,,-1
0.038571,-0.021806,0.029709,-0.020839,0.01026,-0.001293,0.001002,-0.000175,0.000057,1,0.825832,,0.11233,0.1,,0.537092,0.190024,,0.183911,0.001144,,,-1
0.022857,-0.033644,0.12018,-0.20158,0.261416,-0.086764,0.148111,-0.068245,0.058731,1,,,1,,,0.586436,0.320571,0.5,0.099486,0.000098,,,-1
0.035714,-0.054256,0.197475,-0.125988,0.166503,-0.05629,0.036935,-0.017338,0.015193,1,0.759164,,0.113099,,,0.514549,0.328728,,0.164224,0.000727,,,-1
0.032858,-0.044793,0.151858,-0.365297,0.449696,-0.141619,0.34705,-0.151761,0.123891,1,0.698034,,0.228996,,,0.765148,0.344756,,0.124896,0.000243,,,-1
0.03,-0.032465,0.084802,-0.147321,0.139689,-0.033887,0.060043,-0.020218,0.012711,1,0.822327,,0.111701,,,0.564736,0.272485,,0.141827,0.000405,,,-1
0.035715,-0.028556,0.055252,-0.081634,0.057269,-0.010283,0.015545,-0.00387,0.001799,1,0.812468,,0.112043,0.2,,0.818291,0.203622,,0.154413,0.000569,,,-1
0.048572,-0.046339,0.109281,-0.315026,0.269693,-0.059077,0.173501,-0.052758,0.029957,1,0.819199,,0.109872,0.1,,0.849365,0.23562,,0.131499,0.000299,,,-1
0.030001,-0.060202,0.291767,-0.102856,0.181016,-0.081492,0.029579,-0.018491,0.02158,1,,,1,,,0.637048,0.288514,,0.147041,0.000467,,,-1
0.037143,-0.046744,0.143266,-0.231588,0.257628,-0.073338,0.120822,-0.047737,0.035221,1,0.802203,,0.231141,0.1,,0.599313,0.313786,,0.134986,0.000332,,,-1
0.038571,-0.039792,0.100181,-0.009942,0.009027,-0.002097,0.000312,-0.000101,0.00006,1,0.765656,,0.111312,,,0.576992,0.23594,,0.144746,0.000439,,,-1
0.031429,-0.03092,0.07587,-0.218263,0.194386,-0.044298,0.129856,-0.041073,0.024259,1,0.817804,,0.109307,0.2,,0.663026,0.242327,,0.137597,0.000358,,,-1
0.042856,-0.001561,0.000181,-0.189823,0.005939,-0.000064,0.069178,-0.000762,0.000021,1,,0.790308,0.433946,,0.1,0.559117,0.313832,0.25,0.199767,0.001593,,,-1
0.030001,-0.001074,0.000107,-0.190793,0.005868,-0.000054,0.09985,-0.001078,0.000025,1,,0.759883,0.44501,,,0.689105,0.283901,,0.139862,0.000383,,,-1
0.032858,-0.009822,0.007048,-0.03861,0.009954,-0.000664,0.003887,-0.000356,0.000061,1,,,1,,,0.64844,0.519272,0.333333,0.310799,0.009331,,,-1
0.039999,-0.008151,0.004112,-0.469039,0.084557,-0.003965,0.459961,-0.029475,0.003585,1,,0.690654,0.446827,,,0.641551,0.242407,0.75,0.132424,0.000308,,,-1
0.28429,-0.006337,0.00036,-0.058923,0.001034,-0.000005,0.001036,-0.000006,0,1,0.830298,0.842445,0.20043,0.3,0.6,0.700162,0.052947,,0.517341,0.071632,,,-1
0.037142,-0.017738,0.019692,-0.168263,0.067691,-0.006972,0.061063,-0.008716,0.002324,1,,,0.427009,,0.1,0.73998,0.373554,,0.209663,0.001932,,,-1
0.039999,-0.011993,0.008507,-0.009328,0.002334,-0.00015,0.000223,-0.000019,0.000003,1,0.810736,,0.114301,0.2,,0.564187,0.178095,,0.230866,0.002841,,,-1
0.058572,-0.04076,0.066378,-0.417893,0.246279,-0.037261,0.238867,-0.050012,0.019617,1,,,1,,,0.603217,0.252103,,0.176115,0.000962,,,-1
0.108574,-0.028204,0.017798,-0.379365,0.086813,-0.005088,0.11061,-0.00899,0.001366,1,0.800821,0.783882,0.511903,0.1,0.1,0.683873,0.137169,,0.159175,0.000642,,,-1
0.025715,-0.029488,0.078802,-0.096885,0.093953,-0.023309,0.029463,-0.010143,0.00652,1,,,1,,,0.664519,0.334608,,0.187151,0.001227,,,-1
0.054284,-0.039163,0.067011,-0.423882,0.263088,-0.041821,0.269379,-0.059397,0.024479,1,0.802968,0.691603,0.165485,0.2,,0.673276,0.243669,,0.140841,0.000393,,,-1
0.034285,-0.041172,0.116077,-0.058484,0.059873,-0.01568,0.008512,-0.003096,0.002102,1,0.753203,,0.115121,,,0.615778,0.23594,,0.202313,0.001675,,,-1
0.047144,-0.044064,0.096682,-0.335729,0.267491,-0.054525,0.193031,-0.054638,0.028874,1,0.682089,,0.0872,,,0.639806,0.269777,,0.145631,0.00045,,,-1
0.034286,-0.052813,0.193112,-0.397168,0.527384,-0.179144,0.375414,-0.177089,0.155947,1,,,0.075287,,,0.669867,0.39647,,0.129756,0.000283,,,-1
0.035714,-0.053957,0.197303,-0.498342,0.661798,-0.224825,0.578381,-0.272874,0.240334,1,,,0.444236,,,0.597795,0.269981,,0.116742,0.000186,,,-1
0.024285,-0.036574,0.129322,-0.123622,0.158695,-0.052116,0.050833,-0.023176,0.019727,1,0.731376,,0.115395,0.1,,0.577333,0.403834,,0.134161,0.000324,,,-1
0.03,-0.034541,0.093716,-0.132336,0.130301,-0.032828,0.047305,-0.016539,0.010798,1,0.800821,,0.086545,0.1,,0.5558,0.368656,,0.143758,0.000427,,,-1
0.06143,-0.029015,0.032818,-0.210971,0.086485,-0.00908,0.059583,-0.00867,0.002358,1,0.819995,0.810403,0.161217,0.2,0.1,0.727259,0.231611,,0.178164,0.001008,,,-1
0.027142,-0.03809,0.126439,-0.094571,0.113916,-0.035112,0.026816,-0.011469,0.00916,1,0.689188,,0.113358,,,0.644265,0.344756,,0.128486,0.000273,,,-1
0.067142,-0.059828,0.129504,-0.471771,0.37068,-0.074541,0.276534,-0.07719,0.040242,1,0.810861,0.692889,0.546335,0.2,,0.663913,0.242209,,0.127617,0.000265,,,-1
0.050001,-0.038803,0.072012,0.000573,-0.000454,0.00009,0.000124,-0.000029,0.000013,1,0.756381,,0.113441,0.1,,0.572559,0.210991,,0.165267,0.000746,1.333333,,-1
0.055715,-0.032973,0.046834,-0.197438,0.101682,-0.013409,0.057646,-0.010541,0.003602,1,0.765336,0.791841,0.155893,0.1,0.1,0.564597,0.249333,,0.16061,0.000665,,,-1
0.047144,-0.037048,0.069123,-0.197473,0.133726,-0.023169,0.067548,-0.016244,0.007293,1,0.76245,,0.113992,,,0.602647,0.200157,,0.156066,0.000593,,,-1
0.041428,-0.039309,0.091675,-0.331732,0.280851,-0.060834,0.22436,-0.067464,0.037876,1,,,0.445866,,,0.700186,0.326117,,0.140397,0.000389,,,-1
0.06,-0.053015,0.111708,-0.049646,0.037884,-0.007399,0.003476,-0.000941,0.000475,1,0.733584,,0.114165,,,0.619754,0.379556,,0.149579,0.000501,,,-1
0.025714,-0.041431,0.15779,-0.171555,0.23732,-0.083979,0.093097,-0.045759,0.041985,1,,,1,,,0.479656,0.313786,,0.130801,0.000293,,,-1
0.04,-0.081329,0.392094,-0.246167,0.430885,-0.192972,0.123518,-0.076801,0.089164,1,,,1,,,0.551135,0.219248,,0.119327,0.000203,,,-1
0.038572,-0.071661,0.316989,-0.121586,0.195213,-0.080194,0.031455,-0.017935,0.019095,1,,,0.113306,0.1,,0.465489,0.313786,,0.118518,0.000197,,,-1
0.024285,-0.037071,0.134391,-0.139867,0.184104,-0.061994,0.065768,-0.030749,0.02684,1,0.731238,,0.113177,,,0.499013,0.310281,,0.123344,0.000231,,,-1
0.037143,-0.052619,0.179353,-0.312914,0.387274,-0.122614,0.218016,-0.095843,0.078658,1,0.804882,,0.112122,0.1,,0.721517,0.246198,,0.132497,0.000308,,,-1
0.034287,-0.003176,0.000774,-0.313054,0.024596,-0.000556,0.229727,-0.006406,0.000375,1,,,0.431667,,,0.656,0.442336,0.666667,0.171371,0.000862,,,-1
0.034285,-0.009402,0.006071,-0.036925,0.008612,-0.000515,0.003603,-0.000298,0.000046,1,0.814945,,0.114218,0.1,,0.604227,0.336599,0.5,0.375698,0.019923,,,-1
0.119998,-0.00467,0.000473,-0.208534,0.006795,-0.000063,0.029089,-0.000333,0.000008,1,,0.827559,0.431371,,0.1,0.613952,0.128953,0.090909,0.257404,0.00439,,,-1
0.072857,-0.005321,0.00096,-0.052444,0.00319,-0.000053,0.003064,-0.000065,0.000003,1,0.822777,0.818322,0.301186,0.2,0.1,0.609051,0.148264,0.222222,0.398447,0.025205,,,-1
0.067144,-0.005232,0.00101,-0.196457,0.012904,-0.00023,0.046088,-0.00107,0.000049,1,,0.755101,0.431964,,,0.642444,0.154711,0.222222,0.236791,0.003144,,,-1
0.027143,-0.017975,0.027831,-0.408338,0.22951,-0.033015,0.493346,-0.098512,0.03674,1,,,0.430818,,,0.589904,0.334608,0.5,0.104422,0.000119,,,-1
0.035714,-0.016557,0.017927,-0.30032,0.117775,-0.011844,0.202246,-0.02817,0.007343,1,,0.802919,0.430365,,0.2,0.581,0.432842,0.25,0.153297,0.000552,,,-1
